cleaned,bigram,trigram
sorry bro i dont like this phone previously i wanted to buy this phone because it seemed interesting to me with its innovation however the battery doesnt last long its weird because it has a giant battery inside it i think i will buy this phone if xiaomi optimize its software,"['sorry bro', 'bro i', 'i dont', 'dont like', 'like this', 'this phone', 'phone previously', 'previously i', 'i wanted', 'wanted to', 'to buy', 'buy this', 'this phone', 'phone because', 'because it', 'it seemed', 'seemed interesting', 'interesting to', 'to me', 'me with', 'with its', 'its innovation', 'innovation however', 'however the', 'the battery', 'battery doesnt', 'doesnt last', 'last long', 'long its', 'its weird', 'weird because', 'because it', 'it has', 'has a', 'a giant', 'giant battery', 'battery inside', 'inside it', 'it i', 'i think', 'think i', 'i will', 'will buy', 'buy this', 'this phone', 'phone if', 'if xiaomi', 'xiaomi optimize', 'optimize its', 'its software']","['sorry bro i', 'bro i dont', 'i dont like', 'dont like this', 'like this phone', 'this phone previously', 'phone previously i', 'previously i wanted', 'i wanted to', 'wanted to buy', 'to buy this', 'buy this phone', 'this phone because', 'phone because it', 'because it seemed', 'it seemed interesting', 'seemed interesting to', 'interesting to me', 'to me with', 'me with its', 'with its innovation', 'its innovation however', 'innovation however the', 'however the battery', 'the battery doesnt', 'battery doesnt last', 'doesnt last long', 'last long its', 'long its weird', 'its weird because', 'weird because it', 'because it has', 'it has a', 'has a giant', 'a giant battery', 'giant battery inside', 'battery inside it', 'inside it i', 'it i think', 'i think i', 'think i will', 'i will buy', 'will buy this', 'buy this phone', 'this phone if', 'phone if xiaomi', 'if xiaomi optimize', 'xiaomi optimize its', 'optimize its software']"
munculnya iphone pro max kecewa pengagum produk apple nyoba kayak keren gitu inovasinya iphone gen behhhhhhh keren banget sih tu hp,"['munculnya iphone', 'iphone pro', 'pro max', 'max kecewa', 'kecewa pengagum', 'pengagum produk', 'produk apple', 'apple nyoba', 'nyoba kayak', 'kayak keren', 'keren gitu', 'gitu inovasinya', 'inovasinya iphone', 'iphone gen', 'gen behhhhhhh', 'behhhhhhh keren', 'keren banget', 'banget sih', 'sih tu', 'tu hp']","['munculnya iphone pro', 'iphone pro max', 'pro max kecewa', 'max kecewa pengagum', 'kecewa pengagum produk', 'pengagum produk apple', 'produk apple nyoba', 'apple nyoba kayak', 'nyoba kayak keren', 'kayak keren gitu', 'keren gitu inovasinya', 'gitu inovasinya iphone', 'inovasinya iphone gen', 'iphone gen behhhhhhh', 'gen behhhhhhh keren', 'behhhhhhh keren banget', 'keren banget sih', 'banget sih tu', 'sih tu hp']"
kamera kamera suaranya jernih kamera btw xiaomi menjual inovasi dll,"['kamera kamera', 'kamera suaranya', 'suaranya jernih', 'jernih kamera', 'kamera btw', 'btw xiaomi', 'xiaomi menjual', 'menjual inovasi', 'inovasi dll']","['kamera kamera suaranya', 'kamera suaranya jernih', 'suaranya jernih kamera', 'jernih kamera btw', 'kamera btw xiaomi', 'btw xiaomi menjual', 'xiaomi menjual inovasi', 'menjual inovasi dll']"
sekuat secanggih apapun layar hp nya bgtp klu pakek warga mupasti dipasangin anti gores lglebih parahnya anti goresnya harga gocengan tuh,"['sekuat secanggih', 'secanggih apapun', 'apapun layar', 'layar hp', 'hp nya', 'nya bgtp', 'bgtp klu', 'klu pakek', 'pakek warga', 'warga mupasti', 'mupasti dipasangin', 'dipasangin anti', 'anti gores', 'gores lglebih', 'lglebih parahnya', 'parahnya anti', 'anti goresnya', 'goresnya harga', 'harga gocengan', 'gocengan tuh']","['sekuat secanggih apapun', 'secanggih apapun layar', 'apapun layar hp', 'layar hp nya', 'hp nya bgtp', 'nya bgtp klu', 'bgtp klu pakek', 'klu pakek warga', 'pakek warga mupasti', 'warga mupasti dipasangin', 'mupasti dipasangin anti', 'dipasangin anti gores', 'anti gores lglebih', 'gores lglebih parahnya', 'lglebih parahnya anti', 'parahnya anti goresnya', 'anti goresnya harga', 'goresnya harga gocengan', 'harga gocengan tuh']"
awas bang geruduk fans ip penuh inovasihaha transsion holding memantauhaha,"['awas bang', 'bang geruduk', 'geruduk fans', 'fans ip', 'ip penuh', 'penuh inovasihaha', 'inovasihaha transsion', 'transsion holding', 'holding memantauhaha']","['awas bang geruduk', 'bang geruduk fans', 'geruduk fans ip', 'fans ip penuh', 'ip penuh inovasihaha', 'penuh inovasihaha transsion', 'inovasihaha transsion holding', 'transsion holding memantauhaha']"
kaget liat harganya kisaran jtaan harga resmi indo kah barusan cek toko ijo jual jt udah jt wkwkwk,"['kaget liat', 'liat harganya', 'harganya kisaran', 'kisaran jtaan', 'jtaan harga', 'harga resmi', 'resmi indo', 'indo kah', 'kah barusan', 'barusan cek', 'cek toko', 'toko ijo', 'ijo jual', 'jual jt', 'jt udah', 'udah jt', 'jt wkwkwk']","['kaget liat harganya', 'liat harganya kisaran', 'harganya kisaran jtaan', 'kisaran jtaan harga', 'jtaan harga resmi', 'harga resmi indo', 'resmi indo kah', 'indo kah barusan', 'kah barusan cek', 'barusan cek toko', 'cek toko ijo', 'toko ijo jual', 'ijo jual jt', 'jual jt udah', 'jt udah jt', 'udah jt wkwkwk']"
kalo jangka iphone pilihan utama kalo sekedar fomo xiaomi pikirkan,"['kalo jangka', 'jangka iphone', 'iphone pilihan', 'pilihan utama', 'utama kalo', 'kalo sekedar', 'sekedar fomo', 'fomo xiaomi', 'xiaomi pikirkan']","['kalo jangka iphone', 'jangka iphone pilihan', 'iphone pilihan utama', 'pilihan utama kalo', 'utama kalo sekedar', 'kalo sekedar fomo', 'sekedar fomo xiaomi', 'fomo xiaomi pikirkan']"
bg info lowongan kerja bg merubah ekonomi bg kerja bg,"['bg info', 'info lowongan', 'lowongan kerja', 'kerja bg', 'bg merubah', 'merubah ekonomi', 'ekonomi bg', 'bg kerja', 'kerja bg']","['bg info lowongan', 'info lowongan kerja', 'lowongan kerja bg', 'kerja bg merubah', 'bg merubah ekonomi', 'merubah ekonomi bg', 'ekonomi bg kerja', 'bg kerja bg']"
kolom kamera iphone pro xiaomi prokayak hape klasik moderniphone kayak betulbetul kecolongan kena sliding telak hape android kali,"['kolom kamera', 'kamera iphone', 'iphone pro', 'pro xiaomi', 'xiaomi prokayak', 'prokayak hape', 'hape klasik', 'klasik moderniphone', 'moderniphone kayak', 'kayak betulbetul', 'betulbetul kecolongan', 'kecolongan kena', 'kena sliding', 'sliding telak', 'telak hape', 'hape android', 'android kali']","['kolom kamera iphone', 'kamera iphone pro', 'iphone pro xiaomi', 'pro xiaomi prokayak', 'xiaomi prokayak hape', 'prokayak hape klasik', 'hape klasik moderniphone', 'klasik moderniphone kayak', 'moderniphone kayak betulbetul', 'kayak betulbetul kecolongan', 'betulbetul kecolongan kena', 'kecolongan kena sliding', 'kena sliding telak', 'sliding telak hape', 'telak hape android', 'hape android kali']"
xiaomi pro max harga jt an kemasan dusnya kaki mewah sih,"['xiaomi pro', 'pro max', 'max harga', 'harga jt', 'jt an', 'an kemasan', 'kemasan dusnya', 'dusnya kaki', 'kaki mewah', 'mewah sih']","['xiaomi pro max', 'pro max harga', 'max harga jt', 'harga jt an', 'jt an kemasan', 'an kemasan dusnya', 'kemasan dusnya kaki', 'dusnya kaki mewah', 'kaki mewah sih']"
bang david gatau ya kalo seri gabakal masuk global,"['bang david', 'david gatau', 'gatau ya', 'ya kalo', 'kalo seri', 'seri gabakal', 'gabakal masuk', 'masuk global']","['bang david gatau', 'david gatau ya', 'gatau ya kalo', 'ya kalo seri', 'kalo seri gabakal', 'seri gabakal masuk', 'gabakal masuk global']"
bang review tecno spark pro,"['bang review', 'review tecno', 'tecno spark', 'spark pro']","['bang review tecno', 'review tecno spark', 'tecno spark pro']"
layar oled dibelakang head to head chipsetnya posisi tinggal nunggu layarnya burn,"['layar oled', 'oled dibelakang', 'dibelakang head', 'head to', 'to head', 'head chipsetnya', 'chipsetnya posisi', 'posisi tinggal', 'tinggal nunggu', 'nunggu layarnya', 'layarnya burn']","['layar oled dibelakang', 'oled dibelakang head', 'dibelakang head to', 'head to head', 'to head chipsetnya', 'head chipsetnya posisi', 'chipsetnya posisi tinggal', 'posisi tinggal nunggu', 'tinggal nunggu layarnya', 'nunggu layarnya burn']"
xiaomi recall recallin hp minim invoasi,"['xiaomi recall', 'recall recallin', 'recallin hp', 'hp minim', 'minim invoasi']","['xiaomi recall recallin', 'recall recallin hp', 'recallin hp minim', 'hp minim invoasi']"
damn hape gw nangking kiri wkwkw,"['damn hape', 'hape gw', 'gw nangking', 'nangking kiri', 'kiri wkwkw']","['damn hape gw', 'hape gw nangking', 'gw nangking kiri', 'nangking kiri wkwkw']"
bg review iqoo zr g bg review,"['bg review', 'review iqoo', 'iqoo zr', 'zr g', 'g bg', 'bg review']","['bg review iqoo', 'review iqoo zr', 'iqoo zr g', 'zr g bg', 'g bg review']"
andai tulisan leicanya body logo leica bunderan merah gahar,"['andai tulisan', 'tulisan leicanya', 'leicanya body', 'body logo', 'logo leica', 'leica bunderan', 'bunderan merah', 'merah gahar']","['andai tulisan leicanya', 'tulisan leicanya body', 'leicanya body logo', 'body logo leica', 'logo leica bunderan', 'leica bunderan merah', 'bunderan merah gahar']"
karna pro max banget buah apel nyajadi ambil promax xiaomi majuiin,"['karna pro', 'pro max', 'max banget', 'banget buah', 'buah apel', 'apel nyajadi', 'nyajadi ambil', 'ambil promax', 'promax xiaomi', 'xiaomi majuiin']","['karna pro max', 'pro max banget', 'max banget buah', 'banget buah apel', 'buah apel nyajadi', 'apel nyajadi ambil', 'nyajadi ambil promax', 'ambil promax xiaomi', 'promax xiaomi majuiin']"
ip jg part byk cinasemakin dlm km buyer dipabrik tinggal kpn produkmu versi,"['ip jg', 'jg part', 'part byk', 'byk cinasemakin', 'cinasemakin dlm', 'dlm km', 'km buyer', 'buyer dipabrik', 'dipabrik tinggal', 'tinggal kpn', 'kpn produkmu', 'produkmu versi']","['ip jg part', 'jg part byk', 'part byk cinasemakin', 'byk cinasemakin dlm', 'cinasemakin dlm km', 'dlm km buyer', 'km buyer dipabrik', 'buyer dipabrik tinggal', 'dipabrik tinggal kpn', 'tinggal kpn produkmu', 'kpn produkmu versi']"
mamah,[],[]
bang coba pas review coba main game efootball grafis tertinggi enak gak bang,"['bang coba', 'coba pas', 'pas review', 'review coba', 'coba main', 'main game', 'game efootball', 'efootball grafis', 'grafis tertinggi', 'tertinggi enak', 'enak gak', 'gak bang']","['bang coba pas', 'coba pas review', 'pas review coba', 'review coba main', 'coba main game', 'main game efootball', 'game efootball grafis', 'efootball grafis tertinggi', 'grafis tertinggi enak', 'tertinggi enak gak', 'enak gak bang']"
bagus bang,['bagus bang'],[]
bang kameranya iphone,"['bang kameranya', 'kameranya iphone']",['bang kameranya iphone']
xiaomi pro mag obat maag,"['xiaomi pro', 'pro mag', 'mag obat', 'obat maag']","['xiaomi pro mag', 'pro mag obat', 'mag obat maag']"
poco mah kakaknya kali bang lahir duluan,"['poco mah', 'mah kakaknya', 'kakaknya kali', 'kali bang', 'bang lahir', 'lahir duluan']","['poco mah kakaknya', 'mah kakaknya kali', 'kakaknya kali bang', 'kali bang lahir', 'bang lahir duluan']"
bang hp jutaan ngk bang ngk kepakek biar beli bang,"['bang hp', 'hp jutaan', 'jutaan ngk', 'ngk bang', 'bang ngk', 'ngk kepakek', 'kepakek biar', 'biar beli', 'beli bang']","['bang hp jutaan', 'hp jutaan ngk', 'jutaan ngk bang', 'ngk bang ngk', 'bang ngk kepakek', 'ngk kepakek biar', 'kepakek biar beli', 'biar beli bang']"
intinya iphone d contek,"['intinya iphone', 'iphone d', 'd contek']","['intinya iphone d', 'iphone d contek']"
udah kode resmi masuk,"['udah kode', 'kode resmi', 'resmi masuk']","['udah kode resmi', 'kode resmi masuk']"
bulus permasalahkan to vid vid,"['bulus permasalahkan', 'permasalahkan to', 'to vid', 'vid vid']","['bulus permasalahkan to', 'permasalahkan to vid', 'to vid vid']"
apple kyk gitu,"['apple kyk', 'kyk gitu']",['apple kyk gitu']
hasil kameranya kerenn,"['hasil kameranya', 'kameranya kerenn']",['hasil kameranya kerenn']
utamanya uangnya membeli salah hp,"['utamanya uangnya', 'uangnya membeli', 'membeli salah', 'salah hp']","['utamanya uangnya membeli', 'uangnya membeli salah', 'membeli salah hp']"
tetep hp android,"['tetep hp', 'hp android']",['tetep hp android']
mending ush kamera depannya selfie udh jos banget pake kamera belakangnya,"['mending ush', 'ush kamera', 'kamera depannya', 'depannya selfie', 'selfie udh', 'udh jos', 'jos banget', 'banget pake', 'pake kamera', 'kamera belakangnya']","['mending ush kamera', 'ush kamera depannya', 'kamera depannya selfie', 'depannya selfie udh', 'selfie udh jos', 'udh jos banget', 'jos banget pake', 'banget pake kamera', 'pake kamera belakangnya']"
tungguin bentar itel kawan bikin layar ya he,"['tungguin bentar', 'bentar itel', 'itel kawan', 'kawan bikin', 'bikin layar', 'layar ya', 'ya he']","['tungguin bentar itel', 'bentar itel kawan', 'itel kawan bikin', 'kawan bikin layar', 'bikin layar ya', 'layar ya he']"
gas red megic pro,"['gas red', 'red megic', 'megic pro']","['gas red megic', 'red megic pro']"
vivo jago atur suhu hp,"['vivo jago', 'jago atur', 'atur suhu', 'suhu hp']","['vivo jago atur', 'jago atur suhu', 'atur suhu hp']"
xiaomi iklan mengganggu nonaktifkan nongol iklan digalery iklan udah setting biar gak iklan sbg pengguna xioami say goodbye,"['xiaomi iklan', 'iklan mengganggu', 'mengganggu nonaktifkan', 'nonaktifkan nongol', 'nongol iklan', 'iklan digalery', 'digalery iklan', 'iklan udah', 'udah setting', 'setting biar', 'biar gak', 'gak iklan', 'iklan sbg', 'sbg pengguna', 'pengguna xioami', 'xioami say', 'say goodbye']","['xiaomi iklan mengganggu', 'iklan mengganggu nonaktifkan', 'mengganggu nonaktifkan nongol', 'nonaktifkan nongol iklan', 'nongol iklan digalery', 'iklan digalery iklan', 'digalery iklan udah', 'iklan udah setting', 'udah setting biar', 'setting biar gak', 'biar gak iklan', 'gak iklan sbg', 'iklan sbg pengguna', 'sbg pengguna xioami', 'pengguna xioami say', 'xioami say goodbye']"
tarot the tower menara kehancuran simpelnya kehancuran yap alasan,"['tarot the', 'the tower', 'tower menara', 'menara kehancuran', 'kehancuran simpelnya', 'simpelnya kehancuran', 'kehancuran yap', 'yap alasan']","['tarot the tower', 'the tower menara', 'tower menara kehancuran', 'menara kehancuran simpelnya', 'kehancuran simpelnya kehancuran', 'simpelnya kehancuran yap', 'kehancuran yap alasan']"
samsung nyikut xiaomi langsug tendang,"['samsung nyikut', 'nyikut xiaomi', 'xiaomi langsug', 'langsug tendang']","['samsung nyikut xiaomi', 'nyikut xiaomi langsug', 'xiaomi langsug tendang']"
bg lu pake wuthering waves gaming test genshin,"['bg lu', 'lu pake', 'pake wuthering', 'wuthering waves', 'waves gaming', 'gaming test', 'test genshin']","['bg lu pake', 'lu pake wuthering', 'pake wuthering waves', 'wuthering waves gaming', 'waves gaming test', 'gaming test genshin']"
mntab gw doain lu semoga kebeli,"['mntab gw', 'gw doain', 'doain lu', 'lu semoga', 'semoga kebeli']","['mntab gw doain', 'gw doain lu', 'doain lu semoga', 'lu semoga kebeli']"
brand cina kalo gak niru nama konsep iphone ya gak idup kasian ikutin apple gabisa kalahin gengsi pamor apple disuruh pake xiaomi pro max asli ogah malu iya pas seri hape fix malu parah kaya lo make itel s ultra jiplak samsung s ultra more than freaks,"['brand cina', 'cina kalo', 'kalo gak', 'gak niru', 'niru nama', 'nama konsep', 'konsep iphone', 'iphone ya', 'ya gak', 'gak idup', 'idup kasian', 'kasian ikutin', 'ikutin apple', 'apple gabisa', 'gabisa kalahin', 'kalahin gengsi', 'gengsi pamor', 'pamor apple', 'apple disuruh', 'disuruh pake', 'pake xiaomi', 'xiaomi pro', 'pro max', 'max asli', 'asli ogah', 'ogah malu', 'malu iya', 'iya pas', 'pas seri', 'seri hape', 'hape fix', 'fix malu', 'malu parah', 'parah kaya', 'kaya lo', 'lo make', 'make itel', 'itel s', 's ultra', 'ultra jiplak', 'jiplak samsung', 'samsung s', 's ultra', 'ultra more', 'more than', 'than freaks']","['brand cina kalo', 'cina kalo gak', 'kalo gak niru', 'gak niru nama', 'niru nama konsep', 'nama konsep iphone', 'konsep iphone ya', 'iphone ya gak', 'ya gak idup', 'gak idup kasian', 'idup kasian ikutin', 'kasian ikutin apple', 'ikutin apple gabisa', 'apple gabisa kalahin', 'gabisa kalahin gengsi', 'kalahin gengsi pamor', 'gengsi pamor apple', 'pamor apple disuruh', 'apple disuruh pake', 'disuruh pake xiaomi', 'pake xiaomi pro', 'xiaomi pro max', 'pro max asli', 'max asli ogah', 'asli ogah malu', 'ogah malu iya', 'malu iya pas', 'iya pas seri', 'pas seri hape', 'seri hape fix', 'hape fix malu', 'fix malu parah', 'malu parah kaya', 'parah kaya lo', 'kaya lo make', 'lo make itel', 'make itel s', 'itel s ultra', 's ultra jiplak', 'ultra jiplak samsung', 'jiplak samsung s', 'samsung s ultra', 's ultra more', 'ultra more than', 'more than freaks']"
jiplak iphone banget lewatin xiaomi biar niru iphone,"['jiplak iphone', 'iphone banget', 'banget lewatin', 'lewatin xiaomi', 'xiaomi biar', 'biar niru', 'niru iphone']","['jiplak iphone banget', 'iphone banget lewatin', 'banget lewatin xiaomi', 'lewatin xiaomi biar', 'xiaomi biar niru', 'biar niru iphone']"
nyimak sheringnya,['nyimak sheringnya'],[]
masyaallah bikin takjub visualnya kece ceritanya mengalir indah untungnya hiburan bikin ketagihan,"['masyaallah bikin', 'bikin takjub', 'takjub visualnya', 'visualnya kece', 'kece ceritanya', 'ceritanya mengalir', 'mengalir indah', 'indah untungnya', 'untungnya hiburan', 'hiburan bikin', 'bikin ketagihan']","['masyaallah bikin takjub', 'bikin takjub visualnya', 'takjub visualnya kece', 'visualnya kece ceritanya', 'kece ceritanya mengalir', 'ceritanya mengalir indah', 'mengalir indah untungnya', 'indah untungnya hiburan', 'untungnya hiburan bikin', 'hiburan bikin ketagihan']"
wih xiomi keren sich,"['wih xiomi', 'xiomi keren', 'keren sich']","['wih xiomi keren', 'xiomi keren sich']"
pemakai iphone alasan berbeda memilih handphone alasan mengutamakan brand dibeli peduli spec nya apple product menjadikan konsumen nya spec gadget nya tinggal percayakan apple pemakai iphone roasting pindah mudah spec fitur brand,"['pemakai iphone', 'iphone alasan', 'alasan berbeda', 'berbeda memilih', 'memilih handphone', 'handphone alasan', 'alasan mengutamakan', 'mengutamakan brand', 'brand dibeli', 'dibeli peduli', 'peduli spec', 'spec nya', 'nya apple', 'apple product', 'product menjadikan', 'menjadikan konsumen', 'konsumen nya', 'nya spec', 'spec gadget', 'gadget nya', 'nya tinggal', 'tinggal percayakan', 'percayakan apple', 'apple pemakai', 'pemakai iphone', 'iphone roasting', 'roasting pindah', 'pindah mudah', 'mudah spec', 'spec fitur', 'fitur brand']","['pemakai iphone alasan', 'iphone alasan berbeda', 'alasan berbeda memilih', 'berbeda memilih handphone', 'memilih handphone alasan', 'handphone alasan mengutamakan', 'alasan mengutamakan brand', 'mengutamakan brand dibeli', 'brand dibeli peduli', 'dibeli peduli spec', 'peduli spec nya', 'spec nya apple', 'nya apple product', 'apple product menjadikan', 'product menjadikan konsumen', 'menjadikan konsumen nya', 'konsumen nya spec', 'nya spec gadget', 'spec gadget nya', 'gadget nya tinggal', 'nya tinggal percayakan', 'tinggal percayakan apple', 'percayakan apple pemakai', 'apple pemakai iphone', 'pemakai iphone roasting', 'iphone roasting pindah', 'roasting pindah mudah', 'pindah mudah spec', 'mudah spec fitur', 'spec fitur brand']"
sy pikir tdk aneh plastik lgsg dibuang disimpan dipakai pakai lg,"['sy pikir', 'pikir tdk', 'tdk aneh', 'aneh plastik', 'plastik lgsg', 'lgsg dibuang', 'dibuang disimpan', 'disimpan dipakai', 'dipakai pakai', 'pakai lg']","['sy pikir tdk', 'pikir tdk aneh', 'tdk aneh plastik', 'aneh plastik lgsg', 'plastik lgsg dibuang', 'lgsg dibuang disimpan', 'dibuang disimpan dipakai', 'disimpan dipakai pakai', 'dipakai pakai lg']"
